date,newCases,cumCases,newTests,cumTests,newDeaths,cumDeaths,newVaccinated,cumVaccinated,newAdmissions,cumAdmissions,FTSE Open,FTSE Close,FTSE High,FTSE Low,FTSE Volume,maxTemp,minTemp,rain,sun,U.S. cases,U.S. deaths,Central England Temp,HadCET
24/7/20,768,297914,147827,9248643,19,57114,0,0,158,131411,6211.44,6123.82,6211.44,6099.06,670960640,22.1,11.4,29.8,209.6,4123561,145429,17.7,177
25/7/20,767,298681,139060,9387703,23,57137,0,0,119,131530,,,,,,22.1,11.4,29.8,209.6,4190337,146313,18.2,182
26/7/20,745,299426,117893,9505596,32,57169,0,0,109,131639,,,,,,22.1,11.4,29.8,209.6,4244554,146753,16,160
27/7/20,685,300111,89565,9595161,18,57187,0,0,130,131769,6123.82,6104.88,6127.62,6086.64,626509312,22.1,11.4,29.8,209.6,4303735,148449,16.9,169
28/7/20,581,300692,147817,9742978,25,57212,0,0,119,131888,6104.88,6129.26,6149.86,6083.65,593037120,22.1,11.4,29.8,209.6,4366851,149776,14.6,146
29/7/20,763,301455,157626,9900604,28,57240,0,0,132,132020,6129.26,6131.46,6155.06,6116.72,688774400,22.1,11.4,29.8,209.6,4433633,151172,14.7,147
30/7/20,846,302301,170388,10070992,17,57257,0,0,132,132152,6131.46,5989.99,6145.83,5924.7,1218669312,22.1,11.4,29.8,209.6,4502581,152433,19,190
31/7/20,880,303181,164745,10235737,30,57287,0,0,114,132266,5989.99,5897.76,6046.33,5897.76,991398784,22.1,11.4,29.8,209.6,4571669,153862,23.7,237
1/8/20,761,303942,146011,10381748,20,57307,0,0,128,132394,,,,,,23.4,14.1,103.4,173.1,4628497,154917,18,180
2/8/20,743,304685,146794,10528542,17,57324,0,0,93,132487,,,,,,23.4,14.1,103.4,173.1,4679291,155337,15.9,159
3/8/20,938,305623,144999,10673541,23,57347,0,0,110,132597,5897.76,6032.85,6038.76,5857.06,917974464,23.4,14.1,103.4,173.1,4726775,155945,14.8,148
4/8/20,670,306293,150960,10824501,27,57374,0,0,127,132724,6032.85,6036,6056.47,5986.77,747633856,23.4,14.1,103.4,173.1,4780324,157301,13.8,138
5/8/20,891,307184,162103,10986604,13,57387,0,0,140,132864,6036,6104.72,6111.5,6036,680737984,23.4,14.1,103.4,173.1,4834047,158554,18.2,182
6/8/20,950,308134,175558,11162162,21,57408,0,0,101,132965,6104.72,6026.94,6104.72,5980.44,602954112,23.4,14.1,103.4,173.1,4891561,159625,20.4,204
7/8/20,871,309005,173213,11335375,23,57431,0,0,117,133082,6026.94,6032.18,6046.02,5996.73,535097024,23.4,14.1,103.4,173.1,4952718,160981,21.6,216
8/8/20,758,309763,160651,11496026,22,57453,0,0,141,133223,,,,,,23.4,14.1,103.4,173.1,5007958,161947,21.6,216
9/8/20,1062,310825,163526,11659552,19,57472,0,0,106,133329,,,,,,23.4,14.1,103.4,173.1,5056438,162486,20.7,207
10/8/20,816,311641,153098,11812650,25,57497,0,0,86,133415,6032.18,6050.59,6099.48,6028.49,555797440,23.4,14.1,103.4,173.1,5103611,163023,22.2,222
11/8/20,1148,312789,157687,11970337,20,57517,0,0,114,133529,6050.59,6154.34,6206,6050.59,718083520,23.4,14.1,103.4,173.1,5156968,164474,24,240
12/8/20,1009,313798,178097,12148434,24,57541,0,0,101,133630,6154.34,6280.12,6297.2,6151.64,667024640,23.4,14.1,103.4,173.1,5211246,165952,25.1,251
13/8/20,1129,314927,164657,12313091,23,57564,0,0,130,133760,6280.12,6185.62,6280.12,6185.62,501759072,23.4,14.1,103.4,173.1,5265307,167165,19.8,198
14/8/20,1440,316367,170441,12483532,18,57582,0,0,102,133862,6185.62,6090.04,6185.62,6036.13,509213920,23.4,14.1,103.4,173.1,5324784,168341,18.4,184
15/8/20,1077,317444,180197,12663729,23,57605,0,0,99,133961,,,,,,23.4,14.1,103.4,173.1,5375527,169400,17.1,171
16/8/20,1040,318484,170088,12833817,15,57620,0,0,80,134041,,,,,,23.4,14.1,103.4,173.1,5417664,169914,18,180
17/8/20,713,319197,146282,12980099,21,57641,0,0,96,134137,6090.04,6127.44,6140.19,6061.46,486689344,23.4,14.1,103.4,173.1,5455187,170449,18.3,183
18/8/20,1089,320286,157202,13137301,15,57656,0,0,130,134267,6127.44,6076.62,6162.66,6062.58,484908416,23.4,14.1,103.4,173.1,5498420,171798,18.3,183
19/8/20,812,321098,179880,13317181,12,57668,0,0,115,134382,6076.62,6111.98,6114.83,6045,412412416,23.4,14.1,103.4,173.1,5541433,173093,17.1,171
20/8/20,1182,322280,175061,13492242,16,57684,0,0,98,134480,6111.98,6013.34,6111.98,6009.61,469769280,23.4,14.1,103.4,173.1,5587462,174136,18.1,181
21/8/20,1033,323313,181878,13674120,10,57694,0,0,109,134589,6013.34,6001.89,6036.51,5948.8,499403264,23.4,14.1,103.4,173.1,5636491,175297,17.9,179
22/8/20,1288,324601,177279,13851399,12,57706,0,0,72,134661,,,,,,23.4,14.1,103.4,173.1,5681517,176247,16.7,167
23/8/20,1160,325761,166067,14017466,17,57723,0,0,74,134735,,,,,,23.4,14.1,103.4,173.1,5713850,176693,16.2,162
24/8/20,853,326614,147953,14165419,10,57733,0,0,91,134826,6001.89,6104.73,6119.8,6001.89,433611392,23.4,14.1,103.4,173.1,5754254,177197,15.4,154
25/8/20,1184,327798,200750,14366169,22,57755,0,0,121,134947,6104.73,6037.01,6173.48,6032.1,523788160,23.4,14.1,103.4,173.1,5793437,178410,17,170
26/8/20,1048,328846,207530,14573699,16,57771,0,0,132,135079,6037.01,6045.6,6050.81,5992.22,395620608,23.4,14.1,103.4,173.1,5838756,179603,16.9,169
27/8/20,1522,330368,201987,14775686,12,57783,0,0,152,135231,6045.6,5999.99,6062.52,5999.99,486191936,23.4,14.1,103.4,173.1,5884366,180729,13.4,134
28/8/20,1276,331644,189633,14965319,12,57795,0,0,137,135368,5999.99,5963.57,6033.04,5962.46,904215488,23.4,14.1,103.4,173.1,5930930,181739,13.9,139
29/8/20,1108,332752,180033,15145352,8,57803,0,0,110,135478,,,,,,23.4,14.1,103.4,173.1,5975540,182610,12.1,121
30/8/20,1715,334467,181038,15326390,11,57814,0,0,77,135555,,,,,,23.4,14.1,103.4,173.1,6008970,182984,11.6,116
31/8/20,1406,335873,180368,15506758,18,57832,0,0,91,135646,,,,,,23.4,14.1,103.4,173.1,6045455,183472,12,120
1/9/20,1295,337168,171206,15677964,11,57843,0,0,134,135780,5963.57,5862.05,5972.52,5824.04,960511936,20.7,9,36,165.4,6089504,184563,12.8,128
2/9/20,1508,338676,208390,15886354,15,57858,0,0,146,135926,5862.05,5940.95,5974.7,5862.05,660227392,20.7,9,36,165.4,6121948,185639,13.1,131
3/9/20,1735,340411,199598,16085952,9,57867,0,0,145,136071,5940.95,5850.86,5996.24,5838.02,689875776,20.7,9,36,165.4,6168342,186717,16.6,166
4/9/20,1940,342351,202893,16288845,15,57882,0,0,153,136224,5850.86,5799.08,5904.16,5778.4,668762496,20.7,9,36,165.4,6220446,187697,14,140
5/9/20,1813,344164,189054,16477899,14,57896,0,0,130,136354,,,,,,20.7,9,36,165.4,6262700,188409,13.4,134
6/9/20,2988,347152,192873,16670772,13,57909,0,0,138,136492,,,,,,20.7,9,36,165.4,6292699,188820,13.5,135
7/9/20,2948,350100,201980,16872752,23,57932,0,0,142,136634,5799.08,5937.4,5946.93,5798.47,490308576,20.7,9,36,165.4,6317865,189083,13.6,136
8/9/20,2460,352560,203861,17076613,15,57947,0,0,184,136818,5937.4,5930.3,5985.26,5868.87,675833728,20.7,9,36,165.4,6346806,189541,18.5,185
9/9/20,2659,355219,225985,17302598,14,57961,0,0,202,137020,5930.3,6012.84,6031.25,5923.43,663122368,20.7,9,36,165.4,6380138,190716,16.1,161
10/9/20,2919,358138,241873,17544471,16,57977,0,0,219,137239,6012.84,6003.32,6028.76,5950.62,564219264,20.7,9,36,165.4,6418198,191631,11.3,113
11/9/20,3539,361677,281273,17825744,20,57997,0,0,231,137470,6003.32,6032.09,6057.69,5992.93,524384512,20.7,9,36,165.4,6465766,192858,12.8,128
12/9/20,3497,365174,228748,18054492,22,58019,0,0,216,137686,,,,,,20.7,9,36,165.4,6504870,193559,15.2,152
13/9/20,3330,368504,225380,18279872,21,58040,0,0,226,137912,,,,,,20.7,9,36,165.4,6538213,193958,17.4,174
14/9/20,2621,371125,216526,18496398,21,58061,0,0,255,138167,6032.09,6026.25,6080.02,6011.83,587020224,20.7,9,36,165.4,6575100,194408,17.1,171
15/9/20,3103,374228,237958,18734356,26,58087,0,0,270,138437,6026.25,6105.54,6123.69,6026.17,623365120,20.7,9,36,165.4,6614317,195689,20.1,201
16/9/20,3991,378219,245391,18979747,31,58118,0,0,284,138721,6105.54,6078.48,6119.24,6057.63,690607424,20.7,9,36,165.4,6653585,196686,17.8,178
17/9/20,3395,381614,241456,19221203,37,58155,0,0,264,138985,6078.48,6049.92,6078.48,5998.69,593428288,20.7,9,36,165.4,6698895,197535,15,150
18/9/20,4322,385936,267206,19488409,30,58185,0,0,262,139247,6049.92,6007.05,6055.24,6006.28,1583726464,20.7,9,36,165.4,6747782,198484,13.5,135
19/9/20,4422,390358,250954,19739363,25,58210,0,0,260,139507,,,,,,20.7,9,36,165.4,6789593,199154,15.7,157
20/9/20,3899,394257,234785,19974148,40,58250,0,0,289,139796,,,,,,20.7,9,36,165.4,6825949,199367,15.9,159
21/9/20,4368,398625,206782,20180930,30,58280,0,0,369,140165,6007.05,5804.29,6007.05,5779.24,975883968,20.7,9,36,165.4,6880899,199797,15.5,155
22/9/20,4926,403551,211062,20391992,39,58319,0,0,350,140515,5804.29,5829.46,5871.28,5794.54,758860864,20.7,9,36,165.4,6918290,200738,15.3,153
23/9/20,6178,409729,260201,20652193,58,58377,0,0,421,140936,5829.46,5899.26,5974.88,5829.46,737030592,20.7,9,36,165.4,6959841,201828,13.8,138
24/9/20,6634,416363,274903,20927096,34,58411,0,0,422,141358,5899.26,5822.78,5899.26,5805.28,692312832,20.7,9,36,165.4,7005043,202713,10,100
25/9/20,6873,423236,290040,21217136,40,58451,0,0,383,141741,5822.78,5842.67,5843.72,5771.49,729237312,20.7,9,36,165.4,7059624,203566,9.8,98
26/9/20,6041,429277,255488,21472624,47,58498,0,0,351,142092,,,,,,20.7,9,36,165.4,7102321,204335,8,80
27/9/20,5692,434969,263526,21736150,56,58554,0,0,340,142432,,,,,,20.7,9,36,165.4,7139619,204602,9.8,98
28/9/20,4044,439013,227516,21963666,55,58609,0,0,443,142875,5842.67,5927.93,5954.42,5842.67,842817664,20.7,9,36,165.4,7176979,204952,9.5,95
29/9/20,7143,446156,245934,22209600,48,58657,0,0,440,143315,5927.93,5897.5,5927.93,5862.93,614489088,20.7,9,36,165.4,7220676,205878,12.4,124
30/9/20,7108,453264,258646,22468246,61,58718,0,0,452,143767,5897.5,5866.1,5931.37,5854.46,809241600,20.7,9,36,165.4,7262734,206852,11.6,116
1/10/20,6914,460178,270175,22738421,71,58789,0,0,523,144290,5866.1,5879.45,5925.77,5849.82,667463296,15.2,7.7,170.8,73.3,7309152,207699,11.4,114
2/10/20,6968,467146,269994,23008415,72,58861,0,0,528,144818,5879.45,5902.12,5902.12,5809.61,691712256,15.2,7.7,170.8,73.3,7362732,208564,10.2,102
3/10/20,12871,480017,286802,23295217,70,58931,0,0,532,145350,,,,,,15.2,7.7,170.8,73.3,7410511,209273,11.6,116
4/10/20,22961,502978,250348,23545565,62,58993,0,0,628,145978,,,,,,15.2,7.7,170.8,73.3,7445574,209606,11,110
5/10/20,12593,515571,273363,23818928,68,59061,0,0,623,146601,5902.12,5942.94,5974.22,5902.12,632881472,15.2,7.7,170.8,73.3,7507986,210035,11.8,118
6/10/20,14542,530113,262594,24081522,84,59145,0,0,722,147323,5942.94,5949.94,5971.48,5903.4,777798016,15.2,7.7,170.8,73.3,7550848,210756,12.4,124
7/10/20,14162,544275,256068,24337590,109,59254,0,0,683,148006,5949.94,5946.25,5977.15,5929.16,711854016,15.2,7.7,170.8,73.3,7603865,211752,11.9,119
8/10/20,17540,561815,303325,24640915,96,59350,0,0,710,148716,5946.25,5978.03,6004.15,5929.41,735195776,15.2,7.7,170.8,73.3,7660248,212680,12.7,127
9/10/20,13864,575679,296559,24937474,95,59445,0,0,703,149419,5978.03,6016.65,6040.47,5978.03,664913152,15.2,7.7,170.8,73.3,7719210,213595,8.9,89
10/10/20,15165,590844,279605,25217079,107,59552,0,0,720,150139,,,,,,15.2,7.7,170.8,73.3,7770858,214187,9.5,95
11/10/20,12872,603716,258955,25476034,127,59679,0,0,823,150962,,,,,,15.2,7.7,170.8,73.3,7815641,214606,9.8,98
12/10/20,13972,617688,221130,25697164,119,59798,0,0,884,151846,6016.65,6001.38,6037.08,5995.11,572941952,15.2,7.7,170.8,73.3,7863657,214957,8.9,89
13/10/20,17232,634920,302343,25999507,118,59916,0,0,1021,152867,6001.38,5969.71,6008.04,5949.97,747832896,15.2,7.7,170.8,73.3,7918051,215783,8.4,84
14/10/20,19724,654644,301505,26301012,122,60038,0,0,980,153847,5969.71,5935.06,6009.81,5926.49,564383552,15.2,7.7,170.8,73.3,7977904,216792,10.8,108
15/10/20,18978,673622,304691,26605703,152,60190,0,0,1044,154891,5935.06,5832.52,5935.06,5786.2,649098240,15.2,7.7,170.8,73.3,8043257,217585,8.5,85
16/10/20,15635,689257,312152,26917855,162,60352,0,0,911,155802,5832.52,5919.58,5933.81,5832.52,630250304,15.2,7.7,170.8,73.3,8113720,218476,9.2,92
17/10/20,16171,705428,308416,27226271,183,60535,0,0,1025,156827,,,,,,15.2,7.7,170.8,73.3,8166481,219154,9.2,92
18/10/20,16981,722409,306893,27533164,166,60701,0,0,1086,157913,,,,,,15.2,7.7,170.8,73.3,8214363,219541,9.1,91
19/10/20,18803,741212,262588,27795752,192,60893,0,0,1094,159007,5919.58,5884.65,5959.67,5871.95,458149504,15.2,7.7,170.8,73.3,8279803,220058,10.8,108
20/10/20,21330,762542,282309,28078061,210,61103,0,0,1186,160193,5884.65,5889.22,5915.47,5861.81,567838720,15.2,7.7,170.8,73.3,8340397,220987,13.6,136
21/10/20,26687,789229,321099,28399160,232,61335,0,0,1259,161452,5889.22,5776.5,5903.38,5769.62,599793664,15.2,7.7,170.8,73.3,8404634,222195,14.1,141
22/10/20,21238,810467,344962,28744122,241,61576,0,0,1275,162727,5776.5,5785.65,5796.44,5716.4,637079296,15.2,7.7,170.8,73.3,8479762,223023,11.3,113
23/10/20,20531,830998,346844,29090966,225,61801,0,0,1289,164016,5785.65,5860.28,5885.38,5781.78,838825280,15.2,7.7,170.8,73.3,8565059,223953,10.4,104
24/10/20,23012,854010,317896,29408862,219,62020,0,0,1256,165272,,,,,,15.2,7.7,170.8,73.3,8643640,224825,9.7,97
25/10/20,19790,873800,321114,29729976,255,62275,0,0,1420,166692,,,,,,15.2,7.7,170.8,73.3,8703355,225164,9.5,95
26/10/20,20890,894690,264358,29994334,282,62557,0,0,1532,168224,5860.28,5792.01,5868.36,5782.37,669332864,15.2,7.7,170.8,73.3,8777986,225701,9.2,92
27/10/20,22885,917575,287945,30282279,285,62842,0,0,1488,169712,5792.01,5728.99,5806.23,5728.18,749362432,15.2,7.7,170.8,73.3,8852373,226684,9,90
28/10/20,24700,942275,308950,30591229,280,63122,0,0,1485,171197,5728.99,5582.8,5728.99,5525.52,1093843072,15.2,7.7,170.8,73.3,8934258,227702,8.8,88
29/10/20,23065,965340,349928,30941157,316,63438,0,0,1584,172781,5582.8,5581.75,5616.58,5534.66,923010816,15.2,7.7,170.8,73.3,9024915,228706,10,100
30/10/20,24405,989745,308602,31249759,347,63785,0,0,1373,174154,5581.75,5577.27,5593.4,5534.08,811421504,15.2,7.7,170.8,73.3,9124783,229674,12.2,122
31/10/20,21915,1011660,295014,31544773,339,64124,0,0,1459,175613,,,,,,15.2,7.7,170.8,73.3,9208993,230512,12.5,125
1/11/20,23254,1034914,272386,31817159,359,64483,0,0,1488,177101,,,,,,13.1,6.1,65.2,67.1,9283188,230940,12.8,128
2/11/20,18950,1053864,221601,32038760,337,64820,0,0,1566,178667,5577.27,5654.97,5665.3,5554.73,738754496,13.1,6.1,65.2,67.1,9377201,231480,12,120
3/11/20,20018,1073882,270838,32309598,375,65195,0,0,1515,180182,5654.97,5786.77,5787.61,5654.97,790584576,13.1,6.1,65.2,67.1,9469617,232610,7,70
4/11/20,25177,1099059,313398,32622996,339,65534,0,0,1677,181859,5786.77,5883.26,5885.67,5711.21,772419648,13.1,6.1,65.2,67.1,9577697,234226,5.4,54
5/11/20,24138,1123197,347745,32970741,387,65921,0,0,1586,183445,5883.26,5906.18,5933.05,5881.87,869819904,13.1,6.1,65.2,67.1,9699030,235334,6.8,68
6/11/20,23287,1146484,355124,33325865,417,66338,0,0,1414,184859,5906.18,5910.02,5950.22,5858.48,774147648,13.1,6.1,65.2,67.1,9831853,236582,6.9,69
7/11/20,24957,1171441,329430,33655295,416,66754,0,0,1555,186414,,,,,,13.1,6.1,65.2,67.1,9957785,237589,7.6,76
8/11/20,20572,1192013,286429,33941724,431,67185,0,0,1687,188101,,,,,,13.1,6.1,65.2,67.1,10061201,238053,9,90
9/11/20,21350,1213363,244091,34185815,486,67671,0,0,1763,189864,5910.02,6186.29,6258.31,5910.02,2041151360,13.1,6.1,65.2,67.1,10191642,238798,12.1,121
10/11/20,20412,1233775,304491,34490306,409,68080,0,0,1848,191712,6186.29,6296.85,6307,6180.47,1689420800,13.1,6.1,65.2,67.1,10331392,240262,12.3,123
11/11/20,22950,1256725,381081,34871387,405,68485,0,0,1971,193683,6296.85,6382.1,6397.28,6293.21,1264312832,13.1,6.1,65.2,67.1,10474277,241693,10.6,106
12/11/20,33470,1290195,380778,35252165,429,68914,0,0,1914,195597,6382.1,6338.94,6382.1,6295.79,975946368,13.1,6.1,65.2,67.1,10637917,242865,9.9,99
13/11/20,27301,1317496,382224,35634389,444,69358,0,0,1647,197244,6338.94,6316.39,6338.97,6280.4,919451392,13.1,6.1,65.2,67.1,10819414,244255,10.1,101
14/11/20,26860,1344356,343891,35978280,458,69816,0,0,1612,198856,,,,,,13.1,6.1,65.2,67.1,10978447,245465,11,110
15/11/20,24962,1369318,282440,36260720,452,70268,0,0,1670,200526,,,,,,13.1,6.1,65.2,67.1,11113634,246088,10.6,106
16/11/20,21363,1390681,252782,36513502,429,70697,0,0,1768,202294,6316.39,6421.29,6463.51,6316.39,1245198464,13.1,6.1,65.2,67.1,11280194,246884,9.4,94
17/11/20,20051,1410732,284284,36797786,464,71161,0,0,1715,204009,6421.29,6365.33,6424.53,6308.99,1093030784,13.1,6.1,65.2,67.1,11441833,248491,11.7,117
18/11/20,19609,1430341,374846,37172632,512,71673,0,0,1782,205791,6365.33,6385.24,6395.91,6326.74,971871360,13.1,6.1,65.2,67.1,11614116,250415,12.8,128
19/11/20,22915,1453256,403224,37575856,483,72156,0,0,1685,207476,6385.24,6334.35,6385.24,6314.26,908797824,13.1,6.1,65.2,67.1,11801631,252376,7.6,76
20/11/20,20252,1473508,391748,37967604,480,72636,0,0,1547,209023,6334.35,6351.45,6386.7,6324.6,801996928,13.1,6.1,65.2,67.1,12000512,254333,6.1,61
21/11/20,19875,1493383,369079,38336683,496,73132,0,0,1460,210483,,,,,,13.1,6.1,65.2,67.1,12172457,255758,8.4,84
22/11/20,18662,1512045,283372,38620055,510,73642,0,0,1488,211971,,,,,,13.1,6.1,65.2,67.1,12313295,256601,7.7,77
23/11/20,15450,1527495,214442,38834497,503,74145,0,0,1587,213558,6351.45,6333.84,6392.08,6325.24,857653568,13.1,6.1,65.2,67.1,12493028,257639,6,60
24/11/20,11299,1538794,315333,39149830,495,74640,0,0,1496,215054,6333.84,6432.17,6432.42,6333.72,1275471232,13.1,6.1,65.2,67.1,12670931,259848,7,70
25/11/20,18213,1557007,354852,39504682,497,75137,0,0,1613,216667,6432.17,6391.09,6468.73,6375.25,1103134592,13.1,6.1,65.2,67.1,12851603,262161,8.7,87
26/11/20,17555,1574562,384219,39888901,459,75596,0,0,1423,218090,6391.09,6362.93,6412.65,6349.53,722860992,13.1,6.1,65.2,67.1,12954496,263339,3.3,33
27/11/20,14739,1589301,334187,40223088,457,76053,0,0,1280,219370,6362.93,6367.58,6375.91,6302.22,1424857984,13.1,6.1,65.2,67.1,13160382,264751,3.1,31
28/11/20,15871,1605172,311315,40534403,485,76538,0,0,1221,220591,,,,,,13.1,6.1,65.2,67.1,13311528,265943,4.5,45
29/11/20,12155,1617327,222041,40756444,500,77038,0,0,1384,221975,,,,,,13.1,6.1,65.2,67.1,13447900,266761,6.7,67
30/11/20,12330,1629657,233257,40989701,464,77502,0,0,1404,223379,6367.58,6266.19,6404.02,6266.19,1347709696,13.1,6.1,65.2,67.1,13615739,268031,8,80
1/12/20,13429,1643086,318153,41307854,422,77924,0,0,1490,224869,6266.19,6384.73,6400.24,6263.6,825868160,9.2,2.3,140.4,59.7,13799999,270639,4.3,43
2/12/20,16170,1659256,353041,41660895,410,78334,0,0,1489,226358,6384.73,6463.39,6468.64,6367.51,899022656,9.2,2.3,140.4,59.7,14001210,273525,4.7,47
3/12/20,14878,1674134,391644,42052539,502,78836,0,0,1502,227860,6463.39,6490.27,6491.49,6430.27,880327616,9.2,2.3,140.4,59.7,14218973,276381,4,40
4/12/20,16298,1690432,380961,42433500,496,79332,0,0,1433,229293,6490.27,6550.23,6559.18,6489.75,929453312,9.2,2.3,140.4,59.7,14450360,279018,3.8,38
5/12/20,15539,1705971,354842,42788342,404,79736,0,0,1378,230671,,,,,,9.2,2.3,140.4,59.7,14656033,281208,4.7,47
6/12/20,17271,1723242,272831,43061173,435,80171,0,0,1470,232141,,,,,,9.2,2.3,140.4,59.7,14828141,282319,2.2,22
7/12/20,14718,1737960,218410,43279583,464,80635,0,0,1658,233799,6550.23,6555.39,6601.11,6519.82,861841728,9.2,2.3,140.4,59.7,15032433,283853,1.7,17
8/12/20,12281,1750241,295059,43574642,465,81100,,,1784,235583,6555.39,6558.82,6567.59,6518.37,750523328,9.2,2.3,140.4,59.7,15252314,286674,2.4,24
9/12/20,16578,1766819,382584,43957226,443,81543,,,1753,237336,6558.82,6564.29,6623.03,6558.82,735093504,9.2,2.3,140.4,59.7,15472050,289830,4,40
10/12/20,20964,1787783,400680,44357906,492,82035,,,1751,239087,6564.29,6599.76,6640.74,6561.11,1019591552,9.2,2.3,140.4,59.7,15697271,292771,6.3,63
11/12/20,21672,1809455,391632,44749538,490,82525,,,1686,240773,6599.76,6546.75,6607.44,6520.54,1050302976,9.2,2.3,140.4,59.7,15977838,295726,7.9,79
12/12/20,21501,1830956,358510,45108048,485,83010,,,1799,242572,,,,,,9.2,2.3,140.4,59.7,16185267,297981,7.2,72
13/12/20,18447,1849403,312291,45420339,479,83489,,,1753,244325,,,,,,9.2,2.3,140.4,59.7,16369491,299338,6.4,64
14/12/20,20263,1869666,275798,45696137,501,83990,,,1953,246278,6546.75,6531.83,6583.7,6524.7,831478720,9.2,2.3,140.4,59.7,16570615,301016,7.8,78
15/12/20,18450,1888116,313181,46009318,504,84494,,,1957,248235,6531.83,6513.32,6558.24,6484.04,731011776,9.2,2.3,140.4,59.7,16773586,304041,7.9,79
16/12/20,25161,1913277,364459,46373777,481,84975,,,2078,250313,6513.32,6570.91,6598.42,6513.32,836023232,9.2,2.3,140.4,59.7,17018628,307652,7.9,79
17/12/20,35383,1948660,397591,46771368,562,85537,,,2144,252457,6570.91,6551.06,6601.63,6551.06,709557888,9.2,2.3,140.4,59.7,17257055,310950,8.3,83
18/12/20,28507,1977167,391144,47162512,584,86121,,,1920,254377,6551.06,6529.18,6604.54,6518.25,1142825728,9.2,2.3,140.4,59.7,17508278,313820,9.2,92
19/12/20,27052,2004219,440726,47603238,543,86664,,,2044,256421,,,,,,9.2,2.3,140.4,59.7,17702197,316381,9.8,98
20/12/20,35928,2040147,433569,48036807,547,87211,,,2167,258588,,,,,,9.2,2.3,140.4,59.7,17882143,317810,7.1,71
21/12/20,33364,2073511,433124,48469931,597,87808,,,2368,260956,6385.24,6416.32,6385.24,6314.26,1030678912,9.2,2.3,140.4,59.7,18083756,319773,7.6,76
22/12/20,36803,2110314,456617,48926548,624,88432,,,2478,263434,6416.32,6453.16,6457.47,6382.61,538914176,9.2,2.3,140.4,59.7,18285416,323012,7,70
23/12/20,39237,2149551,509889,49436437,624,89056,,,2274,265708,6453.16,6495.75,6497.28,6431.21,764342656,9.2,2.3,140.4,59.7,18513204,326424,7,70
24/12/20,39877,2189428,463552,49899989,613,89669,,,2082,267790,,,,,,9.2,2.3,140.4,59.7,18706752,329248,3,30
25/12/20,32725,2222153,339239,50239228,651,90320,,,2183,269973,,,,,,9.2,2.3,140.4,59.7,18807725,330377,1.8,18
26/12/20,35691,2257844,270422,50509650,688,91008,,,2529,272502,,,,,,9.2,2.3,140.4,59.7,19024581,332023,3.9,39
27/12/20,30501,2288345,421473,50931123,710,91718,,,2871,275373,,,,,,9.2,2.3,140.4,59.7,19176674,333253,4.6,46
28/12/20,41385,2329730,358034,51289157,717,92435,,,3131,278504,,,,,,9.2,2.3,140.4,59.7,19365740,335152,1,10
29/12/20,53135,2382865,346223,51635380,705,93140,,,3250,281754,6502.11,6602.65,6676.6,6502.11,814770432,9.2,2.3,140.4,59.7,19566832,338780,1,10
30/12/20,50023,2432888,422867,52058247,753,93893,,,3285,285039,6602.65,6555.82,6622.98,6552.46,422209696,9.2,2.3,140.4,59.7,19795855,342588,1,10
31/12/20,55892,2488780,501842,52560089,816,94709,,,2916,287955,6555.82,6460.52,6622.98,6552.46,0,9.2,2.3,140.4,59.7,20026890,346050,-1.3,-13
1/1/21,53285,2542065,423756,52983845,806,95515,,,3369,291324,,,,,,7.6,0.7,94.4,37.5,20174150,347970,-0.1,-1
2/1/21,57724,2599789,412332,53396177,823,96338,,,3439,294763,,,,,,7.6,0.7,94.4,37.5,20465532,350343,0.4,4
3/1/21,54990,2654779,429669,53825846,794,97132,,,3649,298412,,,,,,7.6,0.7,94.4,37.5,20667499,351694,1.5,15
4/1/21,58784,2713563,476855,54302701,886,98018,,,3937,302349,6460.52,6571.88,6662.66,6460.52,898340288,7.6,0.7,94.4,37.5,20919461,353743,2.5,25
5/1/21,60916,2774479,505378,54808079,956,98974,,,4116,306465,6571.88,6612.25,6622.77,6544.25,678608192,7.6,0.7,94.4,37.5,21154488,357432,2.4,24
6/1/21,62322,2836801,570642,55378721,997,99971,,,4394,310859,6612.25,6841.86,6859.14,6611.87,1131852928,7.6,0.7,94.4,37.5,21410487,361396,2,20
7/1/21,52618,2889419,625130,56003851,1042,101013,,,4291,315150,6841.86,6856.96,6903.61,6795.11,819169024,7.6,0.7,94.4,37.5,21690791,365507,-1.1,-11
8/1/21,68053,2957472,685568,56689419,1034,102047,,,3997,319147,6856.96,6873.26,6886.34,6836.08,775861056,7.6,0.7,94.4,37.5,21991460,369402,-0.8,-8
9/1/21,59937,3017409,569507,57258926,1079,103126,,,4125,323272,,,,,,7.6,0.7,94.4,37.5,22243548,372663,1.1,11
10/1/21,54940,3072349,488258,57747184,1149,104275,,391399,3931,327203,,,,,,7.6,0.7,94.4,37.5,22451857,374440,1.6,16
11/1/21,46169,3118518,550352,58297536,1222,105497,20768,412167,4310,331513,6873.26,6798.48,6873.26,6768.72,588816512,7.6,0.7,94.4,37.5,22674885,376488,4.6,46
12/1/21,45533,3164051,593753,58891289,1295,106792,16065,428232,4577,336090,6798.48,6754.11,6816.65,6743.23,628495936,7.6,0.7,94.4,37.5,22904596,380894,5,50
13/1/21,47525,3211576,647031,59538320,1287,108079,9745,437977,4223,340313,6754.11,6745.52,6772.57,6736.01,590977024,7.6,0.7,94.4,37.5,23133938,384824,3.6,36
